,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('PROPERTY ZIP', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(4),Corr with auto_vol(4),student_vol(-3),Corr with student_vol(-3),credit_tightness(1),Corr with credit_tightness(1),mortgage 30-89(3),Corr with mortgage 30-89(3),mortgage 90(4),Corr with mortgage 90(4),long,lat
10,2014-05,TX,FORT WORTH,2014-05,4.0,"(-97.23388, 32.740066999999996)",76112,15243.67,Refinancing of Apt,0.08842000000000001,0.12811117124074572,0.1198375,0.12854117764921308,0.15035749999999998,0.1237659389690662,0.1914675,0.12522214902877632,0.22609000000000004,0.11500742936802531,0.3231200000000001,0.12065715022570751,0.537955,0.12415722400995437,0.026666666666666665,0.13705418315161055,0.05190476190476192,0.12183328153831538,0.0966666666666667,0.10657606431187762,1.5928571428571427,0.06526503618391591,2.559047619047619,0.18883102929182452,3.1152380952380954,0.2555762367306607,3.3899999999999997,0.2567965343784904,44885858708.7515,-0.3057671501951096,10011024566.6146,0.44883579675246693,81.9669757663089,0.3436824346146034,3.2,0.43478226514316093,2.0,0.32489465003774864,-97.23388,32.740066999999996
11,2014-08,TX,FORT WORTH,2014-08,3.78,"(-94.670749, 38.9863)",76104,17809.64,Refinancing of Apt,0.090785,0.12811117124074572,0.121725,0.12854117764921308,0.15602,0.1237659389690662,0.19527250000000002,0.12522214902877632,0.23465000000000003,0.11500742936802531,0.32965500000000003,0.12065715022570751,0.55889,0.12415722400995437,0.030000000000000006,0.13705418315161055,0.0523809523809524,0.12183328153831538,0.10714285714285714,0.10657606431187762,1.6314285714285717,0.06526503618391591,2.42,0.18883102929182452,2.9366666666666665,0.2555762367306607,3.2009523809523808,0.2567965343784904,45241950015.4561,-0.3057671501951096,9507943209.106209,0.44883579675246693,82.2508390398281,0.3436824346146034,3.0,0.43478226514316093,2.0,0.32489465003774864,-94.670749,38.9863
12,2014-10,TX,FORT WORTH,2014-10,3.74,"(-97.484507, 32.729849)",76116,43193.03,Refinancing of Apt,0.09059565217391304,0.12811117124074572,0.11953260869565213,0.12854117764921308,0.15351739130434783,0.1237659389690662,0.1974043478260869,0.12522214902877632,0.2313760869565217,0.11500742936802531,0.3236195652173913,0.12065715022570751,0.5523869565217392,0.12415722400995437,0.020909090909090912,0.13705418315161055,0.05045454545454548,0.12183328153831538,0.10454545454545458,0.10657606431187762,1.5459090909090911,0.06526503618391591,2.304090909090909,0.18883102929182452,2.7731818181818184,0.2555762367306607,3.039999999999999,0.2567965343784904,45758876905.2845,-0.3057671501951096,10638305940.4607,0.44883579675246693,82.72786465890579,0.3436824346146034,3.2,0.43478226514316093,1.9,0.32489465003774864,-97.484507,32.729849
13,2015-02,TX,FORT WORTH,2015-02,3.42,"(-97.412581, 32.629809)",76134,48453.81,Refinancing of Apt,0.11784999999999998,0.12811117124074572,0.13764249999999997,0.12854117764921308,0.17207499999999998,0.1237659389690662,0.2121925,0.12522214902877632,0.25842,0.11500742936802531,0.37596500000000005,0.12065715022570751,0.6601375,0.12415722400995437,0.017894736842105265,0.13705418315161055,0.07105263157894741,0.12183328153831538,0.22421052631578947,0.10657606431187762,1.472631578947368,0.06526503618391591,1.9752631578947366,0.18883102929182452,2.3384210526315794,0.2555762367306607,2.566315789473684,0.2567965343784904,48997735451.5931,-0.3057671501951096,11357071284.6333,0.44883579675246693,82.23381292700279,0.3436824346146034,2.6,0.43478226514316093,1.6,0.32489465003774864,-97.412581,32.629809
14,2015-04,TX,FORT WORTH,2015-04,3.0,"(-97.247838, 32.698232)",76119,14920.79,Refinancing of Apt,0.12200000000000003,0.12811117124074572,0.14605250000000003,0.12854117764921308,0.18076750000000003,0.1237659389690662,0.22830999999999996,0.12522214902877632,0.27596,0.11500742936802531,0.404505,0.12065715022570751,0.6969449999999999,0.12415722400995437,0.018181818181818188,0.13705418315161055,0.09363636363636368,0.12183328153831538,0.23363636363636367,0.10657606431187762,1.3545454545454545,0.06526503618391591,1.9349999999999996,0.18883102929182452,2.334090909090909,0.2555762367306607,2.5859090909090905,0.2567965343784904,48836554747.323,-0.3057671501951096,11733364706.6996,0.44883579675246693,83.34061286074021,0.3436824346146034,2.5,0.43478226514316093,1.5,0.32489465003774864,-97.247838,32.698232
15,2015-10,TX,FORT WORTH,2015-10,3.2,"(-97.18309, 32.755126000000004)",76120,39713.08,Refinancing of Apt,0.13160454545454547,0.12811117124074572,0.15531363636363638,0.12854117764921308,0.19451136363636365,0.1237659389690662,0.2514522727272726,0.12522214902877632,0.32135909090909087,0.11500742936802531,0.5284272727272726,0.12065715022570751,0.8378659090909092,0.12415722400995437,0.014285714285714287,0.13705418315161055,0.11380952380952382,0.12183328153831538,0.26333333333333336,0.10657606431187762,1.3857142857142857,0.06526503618391591,2.0699999999999994,0.18883102929182452,2.5028571428571427,0.2555762367306607,2.8880952380952376,0.2567965343784904,48927223434.2447,-0.3057671501951096,11834405659.8436,0.44883579675246693,81.9752078939728,0.3436824346146034,3.1,0.43478226514316093,1.4,0.32489465003774864,-97.18309,32.755126000000004
16,2016-02,TX,FORT WORTH,2016-02,4.03,"(-97.429277, 32.806494)",76102,104993.54,Refinancing of Apt,0.3714619047619048,0.12811117124074572,0.39233095238095245,0.12854117764921308,0.43129761904761904,0.1237659389690662,0.5186452380952381,0.12522214902877632,0.6227190476190477,0.11500742936802531,0.8697642857142857,0.12065715022570751,1.1407690476190477,0.12415722400995437,0.25600000000000006,0.13705418315161055,0.445,0.12183328153831538,0.534,0.10657606431187762,1.222,0.06526503618391591,1.7794999999999999,0.18883102929182452,2.1990000000000003,0.2555762367306607,2.623,0.2567965343784904,49206523977.8161,-0.3057671501951096,10798655053.3939,0.44883579675246693,83.5754036116387,0.3436824346146034,2.4,0.43478226514316093,1.1,0.32489465003774864,-97.429277,32.806494
17,2016-05,TX,FORT WORTH,2016-05,3.25,"(-97.482456, 32.747495)",76108,100390.96,Refinancing of Apt,0.38527368421052627,0.12811117124074572,0.4053315789473685,0.12854117764921308,0.4424947368421052,0.1237659389690662,0.5332263157894737,0.12522214902877632,0.6455710526315791,0.11500742936802531,0.9348736842105263,0.12065715022570751,1.2675078947368421,0.12415722400995437,0.2261904761904762,0.13705418315161055,0.4185714285714286,0.12183328153831538,0.5914285714285713,0.10657606431187762,1.3004761904761903,0.06526503618391591,1.8061904761904766,0.18883102929182452,2.2166666666666663,0.2555762367306607,2.627619047619048,0.2567965343784904,50249654907.7038,-0.3057671501951096,11240513229.2606,0.44883579675246693,85.1896726255448,0.3436824346146034,2.7,0.43478226514316093,1.1,0.32489465003774864,-97.482456,32.747495
18,2016-09,TX,FORT WORTH,2016-09,3.6,"(-97.314432, 32.936187)",76177,149086.71,Refinancing of Apt,0.42159363636363634,0.12811117124074572,0.4495609090909092,0.12854117764921308,0.5270018181818182,0.1237659389690662,0.6625254545454545,0.12522214902877632,0.8496804545454547,0.11500742936802531,1.2471445454545458,0.12065715022570751,1.5560313636363639,0.12415722400995437,0.1914285714285715,0.13705418315161055,0.4671428571428572,0.12183328153831538,0.5933333333333333,0.10657606431187762,1.178095238095238,0.06526503618391591,1.6304761904761906,0.18883102929182452,2.0152380952380957,0.2555762367306607,2.350476190476191,0.2567965343784904,49588706606.1033,-0.3057671501951096,11496937509.4445,0.44883579675246693,88.43997566936979,0.3436824346146034,2.7,0.43478226514316093,1.2,0.32489465003774864,-97.314432,32.936187
19,2016-12,TX,FORT WORTH,2016-12,3.05,"(-97.327375, 32.737949)",76104,25933.52,Refinancing of Apt,0.5606285,0.12811117124074572,0.6315605,0.12854117764921308,0.7119585,0.1237659389690662,0.7883325000000001,0.12522214902877632,0.9753284999999998,0.11500742936802531,1.3063339999999999,0.12065715022570751,1.6692235,0.12415722400995437,0.42333333333333334,0.13705418315161055,0.638095238095238,0.12183328153831538,0.8661904761904763,0.10657606431187762,1.9590476190476194,0.06526503618391591,2.491904761904762,0.18883102929182452,2.835238095238095,0.2555762367306607,3.1133333333333324,0.2567965343784904,47316214443.3566,-0.3057671501951096,11482367114.4991,0.44883579675246693,87.62096056152771,0.3436824346146034,2.4,0.43478226514316093,0.9,0.32489465003774864,-97.327375,32.737949
20,2018-03,TX,FORT WORTH,2018-03,3.9,"(-97.390893, 32.636252)",76133,36427.52,Refinancing of Apt,1.5183047619047625,0.12811117124074572,1.6006185714285712,0.12854117764921308,1.7991309523809524,0.1237659389690662,1.9184628571428568,0.12522214902877632,2.173357619047619,0.11500742936802531,2.345182380952381,0.12065715022570751,2.596475714285714,0.12415722400995437,1.636666666666667,0.13705418315161055,1.917142857142857,0.12183328153831538,2.0628571428571427,0.10657606431187762,2.6295238095238096,0.06526503618391591,2.8423809523809527,0.18883102929182452,2.9733333333333327,0.2555762367306607,3.0914285714285716,0.2567965343784904,50800995008.8069,-0.3057671501951096,11223830878.8235,0.44883579675246693,88.437943439718,0.3436824346146034,2.3,0.43478226514316093,0.8,0.32489465003774864,-97.390893,32.636252
21,2018-04,TX,FORT WORTH,2018-04,3.895,"(-97.3295349, 32.6470456)",76133,124396.855,Refinancing of Apt,1.7027510000000003,0.12811117124074572,1.7432829999999995,0.12854117764921308,1.896724,0.1237659389690662,2.0408605,0.12522214902877632,2.349426,0.11500742936802531,2.493657999999999,0.12065715022570751,2.7355454999999997,0.12415722400995437,1.6604761904761904,0.13705418315161055,1.9780952380952381,0.12183328153831538,2.153809523809524,0.10657606431187762,2.701904761904762,0.06526503618391591,2.869047619047619,0.18883102929182452,2.9595238095238092,0.2555762367306607,3.0719047619047624,0.2567965343784904,50563742345.0186,-0.3057671501951096,11226317067.5623,0.44883579675246693,86.55198240492871,0.3436824346146034,2.4,0.43478226514316093,0.8,0.32489465003774864,-97.3295349,32.6470456
22,2018-06,TX,FORT WORTH,2018-06,4.365,"(-97.3388593, 32.632577600000005)",76123,140139.1,Refinancing of Apt,1.8376333333333337,0.12811117124074572,1.9170571428571423,0.12854117764921308,2.068429047619047,0.1237659389690662,2.1502619047619045,0.12522214902877632,2.330264285714286,0.11500742936802531,2.4958952380952377,0.12065715022570751,2.759644285714286,0.12415722400995437,1.8052380952380953,0.13705418315161055,2.113809523809524,0.12183328153831538,2.328095238095238,0.10657606431187762,2.775714285714286,0.06526503618391591,2.9123809523809525,0.18883102929182452,2.9776190476190476,0.2555762367306607,3.0500000000000007,0.2567965343784904,51507450037.54,-0.3057671501951096,11725018303.5706,0.44883579675246693,89.25060298401242,0.3436824346146034,2.4,0.43478226514316093,0.8,0.32489465003774864,-97.3388593,32.632577600000005
