,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('PROPERTY ZIP', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-4),Corr with auto_vol(-4),student_vol(3),Corr with student_vol(3),credit_tightness(4),Corr with credit_tightness(4),mortgage 30-89(-4),Corr with mortgage 30-89(-4),mortgage 90(-4),Corr with mortgage 90(-4),long,lat
10,2016-04,FL,ORLANDO,2016-04,3.375,"(-81.458475, 28.497190999999997)",32811,55748.58,Other FHA,0.38031428571428566,0.7039720838135699,0.39864523809523805,0.7050951944190083,0.4373976190476192,0.7076314397174955,0.5229452380952381,0.7128278561574677,0.6327499999999999,0.7172226934391575,0.9025404761904764,0.7134387893050221,1.2222214285714286,0.7059285506185704,0.18761904761904763,0.7153368845339377,0.37238095238095237,0.7241882381239544,0.5557142857142858,0.7217523423171135,1.2580952380952382,0.7238919493117884,1.8052380952380953,0.5837741855186334,2.2104761904761907,0.27390288508969796,2.6233333333333335,0.10334740909055884,48291644449.3811,0.7121768430909384,11531266279.4831,0.655296928112028,88.1942388876454,0.1952289226724367,2.8,-0.6113167357253714,2.0,-0.6886487760945806,-81.458475,28.497190999999997
11,2016-08,FL,ORLANDO,2016-08,3.09,"(-81.472676, 28.392837)",32821,43199.87,Other FHA,0.41817045454545454,0.7039720838135699,0.4429568181818182,0.7050951944190083,0.5122418181818182,0.7076314397174955,0.6351372727272727,0.7128278561574677,0.810223181818182,0.7172226934391575,1.1977463636363632,0.7134387893050221,1.5097959090909088,0.7059285506185704,0.2608695652173914,0.7153368845339377,0.4460869565217393,0.7241882381239544,0.5682608695652173,0.7217523423171135,1.1330434782608694,0.7238919493117884,1.5565217391304347,0.5837741855186334,1.8895652173913038,0.27390288508969796,2.261739130434783,0.10334740909055884,48887248013.451,0.7121768430909384,12137144620.0221,0.655296928112028,88.1697673489486,0.1952289226724367,1.7,-0.6113167357253714,1.9,-0.6886487760945806,-81.472676,28.392837
12,2016-09,FL,ORLANDO,2016-09,3.135,"(-81.253641, 28.544835)",32825,86997.995,Other FHA,0.42159363636363634,0.7039720838135699,0.4495609090909092,0.7050951944190083,0.5270018181818182,0.7076314397174955,0.6625254545454545,0.7128278561574677,0.8496804545454547,0.7172226934391575,1.2471445454545458,0.7134387893050221,1.5560313636363639,0.7059285506185704,0.1914285714285715,0.7153368845339377,0.4671428571428572,0.7241882381239544,0.5933333333333333,0.7217523423171135,1.178095238095238,0.7238919493117884,1.6304761904761906,0.5837741855186334,2.0152380952380957,0.27390288508969796,2.350476190476191,0.10334740909055884,49276189942.4712,0.7121768430909384,12605986919.9069,0.655296928112028,87.62096056152771,0.1952289226724367,1.9,-0.6113167357253714,2.0,-0.6886487760945806,-81.253641,28.544835
13,2017-04,FL,ORLANDO,2017-04,3.95,"(-81.385017, 28.551873999999998)",32801,30314.08,Other FHA,0.9290682352941175,0.7039720838135699,0.9469605882352942,0.7050951944190083,0.9906858823529412,0.7076314397174955,1.0343464705882355,0.7128278561574677,1.1592282352941174,0.7172226934391575,1.4162570588235293,0.7134387893050221,1.7758141176470588,0.7059285506185704,0.7457894736842106,0.7153368845339377,0.9489473684210525,0.7241882381239544,1.0421052631578949,0.7217523423171135,1.8242105263157897,0.7238919493117884,2.297368421052632,0.5837741855186334,2.6673684210526316,0.27390288508969796,2.9415789473684213,0.10334740909055884,51124149514.2735,0.7121768430909384,11814606928.6527,0.655296928112028,88.23467488709129,0.1952289226724367,2.3,-0.6113167357253714,1.5,-0.6886487760945806,-81.385017,28.551873999999998
14,2017-07,FL,ORLANDO,2017-07,3.19,"(-81.377409, 28.454332)",32809,79106.37,Other FHA,1.1766928571428568,0.7039720838135699,1.1913757142857144,0.7050951944190083,1.2280366666666667,0.7076314397174955,1.2566676190476191,0.7128278561574677,1.307512857142857,0.7172226934391575,1.4570814285714284,0.7134387893050221,1.7410885714285718,0.7059285506185704,0.9720000000000001,0.7153368845339377,1.1284999999999996,0.7241882381239544,1.2235,0.7217523423171135,1.8720000000000003,0.7238919493117884,2.3179999999999996,0.5837741855186334,2.6505,0.27390288508969796,2.884,0.10334740909055884,48441183549.9275,0.7121768430909384,11537595366.1601,0.655296928112028,87.3618752869242,0.1952289226724367,2.0,-0.6113167357253714,1.4,-0.6886487760945806,-81.377409,28.454332
15,2017-08,FL,ORLANDO,2017-08,3.32,"(-81.376295, 28.532590000000003)",32801,26136.43,Other FHA,1.1775518181818179,0.7039720838135699,1.197803181818182,0.7050951944190083,1.2317690909090908,0.7076314397174955,1.264191818181818,0.7128278561574677,1.314176818181818,0.7172226934391575,1.453699090909091,0.7134387893050221,1.7253381818181814,0.7059285506185704,0.9795652173913042,0.7153368845339377,1.1291304347826083,0.7241882381239544,1.2291304347826086,0.7217523423171135,1.7765217391304353,0.7238919493117884,2.209130434782609,0.5837741855186334,2.552173913043478,0.27390288508969796,2.795217391304348,0.10334740909055884,47316214443.3566,0.7121768430909384,11707722927.962,0.655296928112028,88.55316323110772,0.1952289226724367,1.7,-0.6113167357253714,1.4,-0.6886487760945806,-81.376295,28.532590000000003
16,2017-09,FL,ORLANDO,2017-09,3.08,"(-81.403077, 28.491346999999998)",32839,64239.24,Other FHA,1.1784444999999997,0.7039720838135699,1.1967471428571432,0.7050951944190083,1.23492,0.7076314397174955,1.2721638095238097,0.7128278561574677,1.3232957142857147,0.7172226934391575,1.4732157142857143,0.7134387893050221,1.738246666666667,0.7059285506185704,0.9940000000000001,0.7153368845339377,1.171,0.7241882381239544,1.2799999999999998,0.7217523423171135,1.7975,0.7238919493117884,2.2020000000000004,0.5837741855186334,2.5300000000000002,0.27390288508969796,2.7764999999999995,0.10334740909055884,48693341763.9087,0.7121768430909384,11223830878.8235,0.655296928112028,88.1148323663994,0.1952289226724367,2.0,-0.6113167357253714,1.3,-0.6886487760945806,-81.403077,28.491346999999998
17,2017-10,FL,ORLANDO,2017-10,3.21,"(-81.445516, 28.529957)",32811,78109.34,Other FHA,1.1834895238095235,0.7039720838135699,1.2040609090909093,0.7050951944190083,1.2385486363636362,0.7076314397174955,1.287584090909091,0.7128278561574677,1.3607931818181818,0.7172226934391575,1.541957272727273,0.7134387893050221,1.8208568181818179,0.7059285506185704,0.9957142857142858,0.7153368845339377,1.2495238095238093,0.7241882381239544,1.3976190476190478,0.7217523423171135,1.9809523809523806,0.7238919493117884,2.3600000000000003,0.5837741855186334,2.649047619047619,0.27390288508969796,2.8780952380952383,0.10334740909055884,49068548953.9206,0.7121768430909384,11226317067.5623,0.655296928112028,87.010875232225,0.1952289226724367,1.8,-0.6113167357253714,1.3,-0.6886487760945806,-81.445516,28.529957
18,2017-12,FL,ORLANDO,2017-12,3.37,"(-81.53439, 28.400894)",32836,76224.74,Other FHA,1.3144094736842107,0.7039720838135699,1.3913115789473685,0.7050951944190083,1.4850410526315792,0.7076314397174955,1.5354463157894738,0.7128278561574677,1.6017521052631578,0.7172226934391575,1.7680373684210524,0.7134387893050221,2.0434931578947366,0.7059285506185704,1.204,0.7153368845339377,1.4950000000000003,0.7241882381239544,1.7005,0.7217523423171135,2.1819999999999995,0.7238919493117884,2.4025,0.5837741855186334,2.5970000000000004,0.27390288508969796,2.768,0.10334740909055884,47520522623.6854,0.7121768430909384,11725018303.5706,0.655296928112028,88.437943439718,0.1952289226724367,2.3,-0.6113167357253714,1.3,-0.6886487760945806,-81.53439,28.400894
19,2018-02,FL,ORLANDO,2018-02,3.46,"(-81.406874, 28.500497999999997)",32839,57536.7,Other FHA,1.4432573684210526,0.7039720838135699,1.4712210000000003,0.7050951944190083,1.6018225000000001,0.7076314397174955,1.722691,0.7128278561574677,1.874672,0.7172226934391575,2.0893395000000003,0.7134387893050221,2.3701375000000002,0.7059285506185704,1.3805263157894736,0.7153368845339377,1.7857894736842108,0.7241882381239544,1.9636842105263155,0.7217523423171135,2.599473684210526,0.7238919493117884,2.8589473684210525,0.5837741855186334,3.016842105263158,0.27390288508969796,3.1310526315789478,0.10334740909055884,49855182727.6109,0.7121768430909384,12109088557.0787,0.655296928112028,87.17587933428369,0.1952289226724367,1.4,-0.6113167357253714,1.0,-0.6886487760945806,-81.406874,28.500497999999997
20,2018-03,FL,ORLANDO,2018-03,3.42,"(-81.480216, 28.385652)",32821,163402.99,Other FHA,1.5183047619047625,0.7039720838135699,1.6006185714285712,0.7050951944190083,1.7991309523809524,0.7076314397174955,1.9184628571428568,0.7128278561574677,2.173357619047619,0.7172226934391575,2.345182380952381,0.7134387893050221,2.596475714285714,0.7059285506185704,1.636666666666667,0.7153368845339377,1.917142857142857,0.7241882381239544,2.0628571428571427,0.7217523423171135,2.6295238095238096,0.7238919493117884,2.8423809523809527,0.5837741855186334,2.9733333333333327,0.27390288508969796,3.0914285714285716,0.10334740909055884,50938614889.0817,0.7121768430909384,12484889768.5791,0.655296928112028,89.25060298401242,0.1952289226724367,1.0,-0.6113167357253714,1.0,-0.6886487760945806,-81.480216,28.385652
21,2018-06,FL,ORLANDO,2018-06,3.79,"(-81.35351, 28.507596000000003)",32806,22752.53,Other FHA,1.8376333333333337,0.7039720838135699,1.9170571428571423,0.7050951944190083,2.068429047619047,0.7076314397174955,2.1502619047619045,0.7128278561574677,2.330264285714286,0.7172226934391575,2.4958952380952377,0.7134387893050221,2.759644285714286,0.7059285506185704,1.8052380952380953,0.7153368845339377,2.113809523809524,0.7241882381239544,2.328095238095238,0.7217523423171135,2.775714285714286,0.7238919493117884,2.9123809523809525,0.5837741855186334,2.9776190476190476,0.27390288508969796,3.0500000000000007,0.10334740909055884,49574400061.0285,0.7121768430909384,12115078194.3566,0.655296928112028,,0.1952289226724367,1.3,-0.6113167357253714,1.1,-0.6886487760945806,-81.35351,28.507596000000003
